policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-15440,,N,N,TM,S,I,,2024-08-07,2024-08-08,2025-08-07,2025-07-12,AG1137,SM1033,MEMBER-002618,MEMBER-000257,MEMBER-002027,MEMBER-006448,MEMBER-002318,1416126.41,84883.89,H,84883.89,,,No,5,768845.17,No,9750508641,Urban,,,,IND,POL-15440,UIN-793,Plan C,PERSONAL_ACCIDENT
POL-15327,POL-15679,Y,N,IF,S,I,,2024-08-06,2024-08-10,2025-08-09,,AG1091,SM1033,MEMBER-004270,,,,,1891372.41,93033.38,H,46516.69,,,No,1,1334760.69,No,9982407785,Urban,2211329.13,2024-08-10,2024-08-09,IND,POL-15679,UIN-914,Plan B,FAMILY_HEALTH_OPTIMA
POL-11285,POL-15570,N,Y,IF,S,I,,2024-08-10,2024-08-12,2025-08-11,,AG1029,SM1039,MEMBER-003910,MEMBER-001804,MEMBER-006936,MEMBER-006534,,1350084.4,130657.82,Q,130657.82,2024-08-12,2025-01-06,Yes,4,762955.33,No,9677922871,Rural,1203745.85,,2024-08-11,IND,POL-15570,UIN-885,Plan A,FAMILY_HEALTH_OPTIMA
POL-16589,,N,N,IF,S,I,,2024-08-06,2024-08-07,2025-08-06,,AG1049,SM1025,MEMBER-005313,MEMBER-004430,MEMBER-006622,MEMBER-001589,MEMBER-001146,523417.63,20129.77,M,16774.81,,,No,5,301643.46,No,9996140329,Urban,,,,DIR,POL-16589,UIN-682,Plan C,PERSONAL_ACCIDENT
POL-16219,,N,N,IF,S,I,,2024-08-04,2024-08-07,2025-08-06,,AG1140,SM1048,MEMBER-006565,,,,,2420696.83,117278.61,Q,29319.65,,,No,1,1297321.18,No,9650326393,Rural,,,,ORG,POL-16219,UIN-559,Plan C,PERSONAL_ACCIDENT
POL-10358,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1032,SM1046,MEMBER-001395,MEMBER-002873,MEMBER-005227,MEMBER-005805,,110513.4,6705.75,Q,6705.75,,,No,4,74399.49,No,9230096820,Rural,,,,IND,POL-10358,UIN-245,Plan B,TERM_LIFE
POL-10937,,N,N,IF,U,I,,2024-08-09,2024-08-12,2025-08-11,,AG1046,SM1021,MEMBER-001279,MEMBER-006487,,,,1726680.58,101217.18,Q,50608.59,,,No,2,1141260.35,No,9712165894,Rural,,,,ORG,POL-10937,UIN-636,Plan B,CRITICAL_ILLNESS
POL-19813,,N,N,XP,S,I,,2024-08-02,2024-08-05,2025-08-04,,AG1077,SM1047,MEMBER-001959,MEMBER-001642,MEMBER-003167,,,700877.34,14906.96,Y,14906.96,,,No,3,399035.97,No,9256191880,Urban,,,,IND,POL-19813,UIN-584,Plan C,FAMILY_HEALTH_OPTIMA
POL-16255,,N,N,IF,S,I,,2024-08-07,2024-08-07,2025-08-06,,AG1057,SM1018,MEMBER-004513,MEMBER-006440,MEMBER-000513,MEMBER-005029,,430266.42,14742.51,Q,11056.88,,2024-09-24,Yes,4,230888.09,No,9362713234,Rural,,,,IND,POL-16255,UIN-412,Plan A,CRITICAL_ILLNESS
POL-12671,POL-10385,Y,N,IF,S,G,N,2024-08-07,2024-08-07,2025-08-06,,AG1032,SM1029,MEMBER-000517,,,,,4136345.02,131031.18,Y,131031.18,,,No,1,3082003.82,No,9884442862,Urban,3818499.39,2024-08-07,2024-08-06,IOC,POL-10385,UIN-597,Plan A,GROUP_HEALTH
POL-17380,,N,N,IF,S,G,E,2024-08-08,2024-08-13,2025-08-12,,AG1121,SM1037,MEMBER-002309,MEMBER-004260,,,,9062349.8,366043.93,H,183021.96,,,No,2,6088344.36,No,9342685719,Rural,,,,IND,POL-17380,UIN-284,Plan B,CRITICAL_ILLNESS
POL-17051,,N,N,XP,U,G,E,2024-08-03,2024-08-06,2025-08-05,,AG1016,SM1041,MEMBER-005688,MEMBER-004472,MEMBER-006597,MEMBER-005024,,2197773.5,78034.76,Q,58526.07,,2025-06-06,Yes,4,1443098.68,No,9621960370,Rural,,,,IND,POL-17051,UIN-558,Plan A,TERM_LIFE
POL-16091,POL-10687,Y,N,IF,S,I,,2024-08-10,2024-08-13,2025-08-12,,AG1126,SM1026,MEMBER-005230,MEMBER-003981,MEMBER-004220,MEMBER-003738,MEMBER-005390,1343250.98,130808.44,H,65404.22,,,No,5,954066.8,No,9831720015,Rural,1392542.43,2024-08-13,2024-08-12,SPP,POL-10687,UIN-144,Plan A,IND_HEALTH
POL-12526,,N,N,IF,U,I,,2024-08-12,2024-08-14,2025-08-13,,AG1142,SM1040,MEMBER-001690,,,,,707524.32,26847.42,Y,26847.42,,,No,1,478843.0,Yes,9903836635,Rural,,,,IND,POL-12526,UIN-583,Plan C,CRITICAL_ILLNESS
POL-12454,,N,N,IF,S,I,,2024-08-06,2024-08-11,2025-08-10,,AG1004,SM1038,MEMBER-002662,MEMBER-006402,MEMBER-006192,MEMBER-002104,,339375.28,19694.83,Y,19694.83,,,No,4,237544.0,No,9764795503,Rural,,,,IOC,POL-12454,UIN-999,Plan A,FAMILY_HEALTH_OPTIMA
POL-12857,POL-19626,Y,N,IF,S,I,,2024-08-11,2024-08-12,2025-08-11,,AG1031,SM1038,MEMBER-005224,MEMBER-003714,MEMBER-004366,MEMBER-004994,,560103.19,44162.38,Y,44162.38,,,No,4,312881.9,No,9351522220,Urban,557893.7,2024-08-12,2024-08-11,DIR,POL-19626,UIN-583,Plan A,PERSONAL_ACCIDENT
POL-11273,,N,N,IF,U,I,,2024-08-06,2024-08-10,2025-08-09,,AG1107,SM1023,MEMBER-004134,MEMBER-000396,MEMBER-004696,MEMBER-003296,MEMBER-001073,890597.89,14716.54,H,7358.27,,2024-11-18,Yes,5,699037.2,No,9775680590,Rural,,,,DIR,POL-11273,UIN-444,Plan B,GROUP_HEALTH
POL-15674,POL-12110,N,Y,IF,S,I,,2024-08-05,2024-08-08,2025-08-07,,AG1072,SM1007,MEMBER-000285,,,,,386420.45,14212.22,Y,14212.22,2024-08-08,,No,1,236312.44,No,9226914103,Urban,327937.63,,2024-08-07,IND,POL-12110,UIN-468,Plan B,PERSONAL_ACCIDENT
POL-19246,POL-10356,Y,N,IF,S,I,,2024-08-04,2024-08-04,2025-08-03,,AG1061,SM1039,MEMBER-003040,MEMBER-003551,,,,2228956.43,179093.28,Q,134319.96,,,No,2,1343115.61,No,9413594817,Urban,1619028.76,2024-08-04,2024-08-03,IND,POL-10356,UIN-700,Plan A,IND_HEALTH
POL-10696,POL-14788,Y,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1129,SM1035,MEMBER-003624,MEMBER-004980,,,,1826940.16,108107.35,Y,108107.35,,,No,2,1005409.25,No,9220997119,Rural,1625446.32,2024-08-07,2024-08-06,IND,POL-14788,UIN-873,Plan C,TERM_LIFE
POL-17468,,N,N,IF,U,I,,2024-08-09,2024-08-14,2025-08-13,,AG1071,SM1047,MEMBER-005270,,,,,801077.57,9583.84,Q,2395.96,,,No,1,522479.63,No,9735573946,Rural,,,,IND,POL-17468,UIN-565,Plan B,IND_HEALTH
POL-14487,,N,N,IF,S,I,,2024-08-07,2024-08-07,2025-08-06,,AG1092,SM1022,MEMBER-001173,MEMBER-006041,MEMBER-003642,MEMBER-001639,MEMBER-006288,1489840.09,130023.59,Y,130023.59,,,No,5,902491.95,No,9390639006,Rural,,,,IND,POL-14487,UIN-944,Plan A,IND_HEALTH
POL-12204,POL-19732,Y,N,CP,S,I,,2024-08-03,2024-08-04,2025-08-03,2024-12-29,AG1082,SM1039,MEMBER-004924,MEMBER-005456,,,,341166.52,4975.74,Y,4975.74,,,No,2,256317.8,No,9851566266,Rural,290685.29,2024-08-04,2024-08-03,IND,POL-19732,UIN-506,Plan C,PERSONAL_ACCIDENT
POL-19425,POL-13584,Y,N,IF,U,I,,2024-08-05,2024-08-06,2025-08-05,,AG1048,SM1031,MEMBER-003577,MEMBER-002107,MEMBER-002052,,,587506.6,35098.95,M,14624.56,,,No,3,461559.68,No,9883782826,Urban,420886.55,2024-08-06,2024-08-05,SPP,POL-13584,UIN-710,Plan A,CRITICAL_ILLNESS
POL-17374,POL-11842,Y,N,IF,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1145,SM1016,MEMBER-005595,MEMBER-001127,MEMBER-002755,,,1074077.02,97564.55,H,48782.28,,2025-05-11,Yes,3,717931.44,No,9373715632,Rural,1070487.92,2024-08-09,2024-08-08,IND,POL-11842,UIN-442,Plan B,IND_HEALTH
POL-16351,POL-14036,Y,N,IF,U,I,,2024-08-01,2024-08-01,2025-07-31,,AG1073,SM1030,MEMBER-002411,MEMBER-001858,,,,2450476.01,170908.15,Y,170908.15,,,No,2,1649296.78,No,9462304970,Urban,1819554.01,2024-08-01,2024-07-31,ORG,POL-14036,UIN-571,Plan B,TERM_LIFE
POL-14223,,N,N,IF,U,I,,2024-08-07,2024-08-09,2025-08-08,,AG1076,SM1018,MEMBER-003502,,,,,136868.09,3575.72,M,297.98,,,No,1,69942.37,No,9648334773,Urban,,,,IND,POL-14223,UIN-237,Plan B,TERM_LIFE
POL-18017,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1030,SM1003,MEMBER-002055,MEMBER-005272,MEMBER-005460,,,840140.04,42564.41,Y,42564.41,,,No,3,437896.99,No,9973721101,Rural,,,,IND,POL-18017,UIN-979,Plan B,CRITICAL_ILLNESS
POL-10351,,N,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1127,SM1040,MEMBER-001474,MEMBER-005087,MEMBER-001283,MEMBER-003956,,2439014.35,242513.09,Y,242513.09,,,No,4,1297262.2,No,9235252733,Urban,,,,DIR,POL-10351,UIN-383,Plan A,GROUP_HEALTH
POL-17590,POL-14034,N,Y,IF,S,I,,2024-08-01,2024-08-04,2025-08-03,,AG1103,SM1002,MEMBER-002383,MEMBER-003003,MEMBER-005625,MEMBER-003540,,1055316.2,41274.81,H,41274.81,2024-08-04,,No,4,531601.3,No,9543019564,Rural,878168.07,,2024-08-03,IND,POL-14034,UIN-905,Plan C,PERSONAL_ACCIDENT
POL-15513,POL-18002,Y,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1101,SM1047,MEMBER-003927,MEMBER-003950,MEMBER-001116,,,977125.43,26698.53,M,17799.02,,,No,3,572855.98,No,9257386826,Urban,781686.79,2024-08-01,2024-07-31,IND,POL-18002,UIN-186,Plan B,FAMILY_HEALTH_OPTIMA
POL-18038,POL-18046,Y,N,TM,S,I,,2024-08-11,2024-08-15,2025-08-14,2025-05-18,AG1080,SM1010,MEMBER-000945,MEMBER-005599,MEMBER-002951,MEMBER-005726,,2269172.79,148400.24,H,74200.12,,,No,4,1670644.0,No,9594362941,Rural,2626085.21,2024-08-15,2024-08-14,DIR,POL-18046,UIN-665,Plan C,PERSONAL_ACCIDENT
POL-13352,POL-18239,N,Y,XP,U,I,,2024-08-12,2024-08-15,2025-08-14,,AG1136,SM1009,MEMBER-005088,MEMBER-005913,MEMBER-002163,,,2409125.19,133460.78,Q,100095.58,2024-08-15,,No,3,1478968.32,No,9660552411,Urban,2281165.1,,2024-08-14,DIR,POL-18239,UIN-797,Plan A,IND_HEALTH
POL-14545,POL-17746,N,Y,IF,S,I,,2024-08-07,2024-08-08,2025-08-07,,AG1100,SM1015,MEMBER-005936,MEMBER-003848,MEMBER-004231,,,1115356.92,38687.2,Q,29015.4,2024-08-08,,No,3,682692.55,No,9010647221,Rural,1006141.85,,2024-08-07,IND,POL-17746,UIN-118,Plan B,PERSONAL_ACCIDENT
POL-16751,,N,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1126,SM1021,MEMBER-005854,MEMBER-006126,MEMBER-006177,MEMBER-002852,MEMBER-003899,1996280.81,91273.52,Y,91273.52,,,No,5,1448861.88,No,9570950851,Rural,,,,IOC,POL-16751,UIN-165,Plan B,PERSONAL_ACCIDENT
POL-11353,POL-10212,Y,N,IF,S,I,,2024-08-06,2024-08-10,2025-08-09,,AG1116,SM1028,MEMBER-005552,MEMBER-002493,,,,2341941.32,120247.42,M,120247.42,,,No,2,1310840.9,No,9710635094,Urban,2459933.62,2024-08-10,2024-08-09,ORG,POL-10212,UIN-598,Plan B,FAMILY_HEALTH_OPTIMA
POL-19293,,N,N,IF,S,I,,2024-08-07,2024-08-11,2025-08-10,,AG1084,SM1049,MEMBER-005843,MEMBER-005450,MEMBER-002620,MEMBER-005052,,2400204.72,239281.56,H,119640.78,,,No,4,1305140.16,No,9279951852,Rural,,,,IND,POL-19293,UIN-363,Plan B,PERSONAL_ACCIDENT
POL-15546,POL-17383,Y,N,IF,S,I,,2024-08-03,2024-08-04,2025-08-03,,AG1098,SM1003,MEMBER-006812,MEMBER-003898,MEMBER-002977,MEMBER-006013,MEMBER-001813,1500047.53,62148.39,H,31074.19,,,No,5,914447.9,No,9736354165,Urban,1115637.81,2024-08-04,2024-08-03,IND,POL-17383,UIN-812,Plan C,TERM_LIFE
POL-13129,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1084,SM1010,MEMBER-006706,MEMBER-000005,MEMBER-006428,MEMBER-003953,,1948448.14,176025.44,M,146687.87,,,No,4,1330210.43,No,9047497282,Rural,,,,IOC,POL-13129,UIN-673,Plan A,CRITICAL_ILLNESS
POL-15989,POL-18705,Y,N,IF,S,I,,2024-08-07,2024-08-11,2025-08-10,,AG1055,SM1030,MEMBER-006213,MEMBER-005613,MEMBER-001965,MEMBER-002490,,2182688.06,157415.1,Y,157415.1,,,No,4,1495290.14,No,9788150976,Urban,2276502.95,2024-08-11,2024-08-10,DIR,POL-18705,UIN-390,Plan A,PERSONAL_ACCIDENT
POL-12433,,N,N,IF,S,I,,2024-08-05,2024-08-06,2025-08-05,,AG1092,SM1013,MEMBER-000434,MEMBER-006348,MEMBER-002410,,,1070259.98,67918.07,H,33959.04,,2024-10-30,Yes,3,726246.52,No,9815573854,Rural,,,,IND,POL-12433,UIN-250,Plan B,TERM_LIFE
POL-19824,,N,N,IF,S,I,,2024-08-05,2024-08-06,2025-08-05,,AG1063,SM1034,MEMBER-006448,MEMBER-000482,,,,136996.64,1949.39,H,974.7,,,No,2,81061.29,No,9959393214,Rural,,,,DIR,POL-19824,UIN-710,Plan C,CRITICAL_ILLNESS
POL-11440,,N,N,XP,S,I,,2024-08-08,2024-08-10,2025-08-09,,AG1045,SM1003,MEMBER-006889,MEMBER-006960,MEMBER-006973,MEMBER-006282,MEMBER-003802,1690417.54,95220.14,Q,95220.14,,,No,5,893714.65,No,9598766397,Rural,,,,DIR,POL-11440,UIN-147,Plan C,CRITICAL_ILLNESS
POL-18259,,N,N,XP,S,I,,2024-08-09,2024-08-13,2025-08-12,,AG1100,SM1004,MEMBER-002490,MEMBER-006813,,,,2178195.84,83230.84,M,34679.52,,,No,2,1094188.59,No,9487924101,Urban,,,,IND,POL-18259,UIN-547,Plan A,GROUP_HEALTH
POL-11668,,N,N,IF,U,I,,2024-08-08,2024-08-10,2025-08-09,,AG1059,SM1007,MEMBER-000364,MEMBER-004449,MEMBER-005210,MEMBER-005910,,1472696.15,141241.93,Q,35310.48,,,No,4,825902.66,No,9965716433,Urban,,,,IND,POL-11668,UIN-530,Plan B,PERSONAL_ACCIDENT
POL-14012,,N,N,IF,S,I,,2024-08-10,2024-08-12,2025-08-11,,AG1038,SM1040,MEMBER-000111,MEMBER-002905,MEMBER-005867,MEMBER-001755,,2067335.36,162958.07,Q,81479.04,,,No,4,1139919.3,No,9005636532,Rural,,,,IND,POL-14012,UIN-845,Plan B,TERM_LIFE
POL-19075,,N,N,CP,S,I,,2024-08-12,2024-08-16,2025-08-15,2025-04-25,AG1114,SM1012,MEMBER-005956,MEMBER-003627,MEMBER-004934,MEMBER-001658,MEMBER-003866,743915.6,48478.94,Q,36359.21,,2025-02-01,Yes,5,494660.69,No,9466468881,Urban,,,,IND,POL-19075,UIN-322,Plan A,GROUP_HEALTH
POL-17921,POL-15998,Y,N,IF,S,I,,2024-08-01,2024-08-06,2025-08-05,,AG1123,SM1023,MEMBER-001886,MEMBER-002944,MEMBER-000202,MEMBER-003391,MEMBER-004270,1470226.41,95847.49,M,87860.2,,,No,5,997175.62,No,9103287704,Rural,1559292.72,2024-08-06,2024-08-05,IND,POL-15998,UIN-324,Plan A,IND_HEALTH
POL-16082,,N,N,IF,U,I,,2024-08-05,2024-08-07,2025-08-06,,AG1087,SM1033,MEMBER-005131,MEMBER-006800,MEMBER-005123,MEMBER-006010,,462880.53,13363.63,H,6681.81,,,No,4,294671.61,No,9368050342,Urban,,,,DIR,POL-16082,UIN-381,Plan B,CRITICAL_ILLNESS
POL-12092,,N,N,IF,S,I,,2024-08-03,2024-08-07,2025-08-06,,AG1131,SM1025,MEMBER-006142,MEMBER-005104,MEMBER-000779,MEMBER-000871,MEMBER-004401,754293.96,9510.36,Q,9510.36,,,No,5,553982.08,No,9846028776,Rural,,,,DIR,POL-12092,UIN-701,Plan A,IND_HEALTH
POL-11340,,N,N,IF,S,G,E,2024-08-06,2024-08-06,2025-08-05,,AG1047,SM1023,MEMBER-003733,MEMBER-002960,MEMBER-003491,MEMBER-002110,,3414931.62,204296.08,Y,204296.08,,,No,4,2551491.06,No,9370599928,Urban,,,,IND,POL-11340,UIN-188,Plan C,IND_HEALTH
POL-14836,,N,N,IF,S,I,,2024-08-09,2024-08-09,2025-08-08,,AG1044,SM1027,MEMBER-002017,,,,,625567.85,47639.5,Y,47639.5,,,No,1,468298.04,No,9097519199,Urban,,,,IOC,POL-14836,UIN-417,Plan C,GROUP_HEALTH
POL-14659,,N,N,CP,S,I,,2024-08-09,2024-08-10,2025-08-09,2024-10-23,AG1003,SM1033,MEMBER-004499,MEMBER-006555,MEMBER-004796,,,736905.85,17769.96,Q,8884.98,,,No,3,437980.65,No,9304970558,Urban,,,,IND,POL-14659,UIN-916,Plan C,TERM_LIFE
POL-19739,POL-13109,N,Y,IF,S,I,,2024-08-03,2024-08-07,2025-08-06,,AG1052,SM1042,MEMBER-003308,MEMBER-002456,,,,1776131.35,100103.38,Y,100103.38,2024-08-07,,No,2,951780.16,No,9714638015,Urban,1292996.58,,2024-08-06,IND,POL-13109,UIN-594,Plan A,TERM_LIFE
POL-17854,,N,N,IF,S,G,N,2024-08-07,2024-08-12,2025-08-11,,AG1075,SM1021,MEMBER-000115,,,,,6838574.33,564884.5,Y,564884.5,,2025-07-02,Yes,1,4617633.38,No,9240376335,Urban,,,,IND,POL-17854,UIN-755,Plan C,IND_HEALTH
POL-12028,,N,N,IF,S,I,,2024-08-05,2024-08-09,2025-08-08,,AG1019,SM1025,MEMBER-001463,MEMBER-006063,,,,1936378.12,110150.91,Y,110150.91,,,No,2,1226065.83,No,9628886525,Urban,,,,IND,POL-12028,UIN-513,Plan A,CRITICAL_ILLNESS
POL-11289,,N,N,IF,U,I,,2024-08-11,2024-08-15,2025-08-14,,AG1107,SM1002,MEMBER-000302,MEMBER-006088,MEMBER-004226,MEMBER-006806,MEMBER-006758,957555.3,59660.38,H,29830.19,,2024-11-20,Yes,5,555265.57,No,9097067077,Rural,,,,IND,POL-11289,UIN-170,Plan A,CRITICAL_ILLNESS
POL-11105,,N,N,IF,S,I,,2024-08-10,2024-08-13,2025-08-12,,AG1044,SM1036,MEMBER-005245,MEMBER-004792,MEMBER-003896,MEMBER-001589,,970970.37,46938.09,M,46938.09,,2025-02-22,Yes,4,535895.57,No,9050851366,Rural,,,,IND,POL-11105,UIN-999,Plan C,TERM_LIFE
POL-15500,,N,N,IF,S,I,,2024-08-05,2024-08-10,2025-08-09,,AG1009,SM1031,MEMBER-000391,,,,,2059895.6,173935.65,H,86967.82,,,No,1,1165543.94,No,9428962296,Urban,,,,IND,POL-15500,UIN-696,Plan C,TERM_LIFE
POL-15457,POL-14415,N,Y,IF,U,I,,2024-08-02,2024-08-04,2025-08-03,,AG1139,SM1039,MEMBER-003641,MEMBER-004525,,,,982575.34,11064.47,Y,11064.47,2024-08-04,,No,2,775110.22,No,9824646753,Rural,976151.14,,2024-08-03,IND,POL-14415,UIN-235,Plan B,GROUP_HEALTH
POL-13810,,N,N,IF,S,I,,2024-08-07,2024-08-08,2025-08-07,,AG1123,SM1035,MEMBER-000144,MEMBER-001981,MEMBER-002383,MEMBER-002688,MEMBER-003125,1567554.22,80190.53,Y,80190.53,,2025-06-13,Yes,5,801967.62,No,9071134451,Rural,,,,IND,POL-13810,UIN-300,Plan C,FAMILY_HEALTH_OPTIMA
POL-15969,,N,N,IF,S,I,,2024-08-07,2024-08-12,2025-08-11,,AG1106,SM1026,MEMBER-002834,MEMBER-000087,MEMBER-004316,MEMBER-004474,,1748241.22,105072.83,Y,105072.83,,2025-01-15,Yes,4,1057509.56,No,9193554600,Rural,,,,IOC,POL-15969,UIN-487,Plan B,FAMILY_HEALTH_OPTIMA
POL-12292,,N,N,IF,S,I,,2024-08-07,2024-08-09,2025-08-08,,AG1135,SM1035,MEMBER-005266,MEMBER-001325,MEMBER-006957,,,2451885.79,87634.98,H,87634.98,,,No,3,1352209.13,No,9781426910,Rural,,,,ORG,POL-12292,UIN-705,Plan B,GROUP_HEALTH
POL-19718,,N,N,IF,S,I,,2024-08-04,2024-08-06,2025-08-05,,AG1132,SM1018,MEMBER-001728,MEMBER-001736,MEMBER-005220,,,2215384.58,192443.52,H,96221.76,,,No,3,1244269.27,No,9374930725,Rural,,,,IND,POL-19718,UIN-180,Plan C,PERSONAL_ACCIDENT
POL-14252,,N,N,IF,U,I,,2024-08-11,2024-08-11,2025-08-10,,AG1140,SM1016,MEMBER-001113,MEMBER-006170,,,,150943.23,3864.62,Y,3864.62,,,No,2,91150.68,No,9776705178,Rural,,,,DIR,POL-14252,UIN-743,Plan A,CRITICAL_ILLNESS
POL-15348,POL-17020,N,Y,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1130,SM1041,MEMBER-004205,MEMBER-001825,,,,1739805.95,157189.49,Y,157189.49,2024-08-13,,No,2,960501.07,No,9376688346,Rural,1930412.17,,2024-08-12,ORG,POL-17020,UIN-135,Plan A,CRITICAL_ILLNESS
POL-19893,,N,N,IF,S,I,,2024-08-08,2024-08-13,2025-08-12,,AG1029,SM1049,MEMBER-005841,MEMBER-002846,MEMBER-001640,MEMBER-006678,,1880303.55,171151.31,Q,42787.83,,,No,4,1014298.53,No,9971477227,Rural,,,,DIR,POL-19893,UIN-457,Plan B,IND_HEALTH
POL-11932,,N,N,IF,U,I,,2024-08-05,2024-08-06,2025-08-05,,AG1088,SM1046,MEMBER-002860,,,,,2297629.49,209239.12,H,209239.12,,,No,1,1804861.11,No,9502065353,Rural,,,,IND,POL-11932,UIN-919,Plan C,FAMILY_HEALTH_OPTIMA
POL-14637,,N,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1086,SM1005,MEMBER-002639,MEMBER-004546,MEMBER-001487,,,315547.79,7766.14,Q,3883.07,,,No,3,190269.08,No,9302628286,Rural,,,,DIR,POL-14637,UIN-570,Plan A,TERM_LIFE
POL-18072,,N,N,IF,S,I,,2024-08-01,2024-08-03,2025-08-02,,AG1135,SM1044,MEMBER-005310,MEMBER-001619,,,,2058805.01,106811.11,Q,106811.11,,,No,2,1096293.31,No,9834352008,Rural,,,,IND,POL-18072,UIN-325,Plan A,TERM_LIFE
POL-18325,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1111,SM1026,MEMBER-005211,MEMBER-002763,MEMBER-004464,,,1449027.43,58354.99,Y,58354.99,,,No,3,998729.63,No,9944821034,Urban,,,,IND,POL-18325,UIN-459,Plan B,CRITICAL_ILLNESS
POL-13160,,N,N,IF,S,I,,2024-08-11,2024-08-14,2025-08-13,,AG1110,SM1008,MEMBER-003961,MEMBER-004817,MEMBER-001845,,,1380153.97,77010.94,H,38505.47,,,No,3,795149.9,No,9540332286,Rural,,,,IND,POL-13160,UIN-160,Plan A,IND_HEALTH
POL-17994,POL-13675,N,Y,IF,S,G,E,2024-08-11,2024-08-16,2025-08-15,,AG1053,SM1027,MEMBER-001214,MEMBER-003277,MEMBER-006854,,,2103887.67,146844.12,Y,146844.12,2024-08-16,,No,3,1257525.17,No,9815616664,Urban,2159783.75,,2024-08-15,IND,POL-13675,UIN-857,Plan A,TERM_LIFE
POL-16267,POL-10741,Y,N,IF,U,I,,2024-08-07,2024-08-08,2025-08-07,,AG1123,SM1048,MEMBER-005510,MEMBER-000904,,,,1205442.95,103738.75,M,17289.79,,,No,2,782741.59,No,9350505244,Urban,1161393.51,2024-08-08,2024-08-07,IND,POL-10741,UIN-329,Plan B,PERSONAL_ACCIDENT
POL-12991,,N,N,IF,S,I,,2024-08-04,2024-08-08,2025-08-07,,AG1147,SM1047,MEMBER-006039,MEMBER-001147,MEMBER-006854,MEMBER-004416,,1911392.88,183993.03,Q,183993.03,,,No,4,1054166.55,No,9808499746,Urban,,,,IND,POL-12991,UIN-788,Plan A,TERM_LIFE
POL-17788,,N,N,IF,S,I,,2024-08-02,2024-08-02,2025-08-01,,AG1062,SM1034,MEMBER-003588,MEMBER-005982,MEMBER-006869,MEMBER-006652,,552490.94,41517.29,H,20758.65,,,No,4,367104.14,No,9129237295,Urban,,,,IND,POL-17788,UIN-140,Plan B,CRITICAL_ILLNESS
POL-18367,,N,N,IF,S,I,,2024-08-07,2024-08-12,2025-08-11,,AG1039,SM1014,MEMBER-003676,MEMBER-001841,MEMBER-003670,MEMBER-004938,,377605.95,6704.74,H,3352.37,,,No,4,288652.52,No,9604791657,Rural,,,,IND,POL-18367,UIN-232,Plan B,GROUP_HEALTH
POL-13558,,N,N,IF,U,I,,2024-08-06,2024-08-09,2025-08-08,,AG1051,SM1028,MEMBER-006997,MEMBER-002215,MEMBER-000834,MEMBER-005010,,476836.45,11813.33,Q,2953.33,,,No,4,317821.73,No,9282978148,Urban,,,,IND,POL-13558,UIN-557,Plan C,CRITICAL_ILLNESS
POL-15737,,N,N,IF,U,I,,2024-08-02,2024-08-05,2025-08-04,,AG1135,SM1040,MEMBER-003392,,,,,326103.35,12294.39,H,6147.19,,,No,1,222619.77,No,9721222378,Rural,,,,ORG,POL-15737,UIN-469,Plan B,TERM_LIFE
POL-18381,POL-19193,Y,N,TM,S,I,,2024-08-09,2024-08-09,2025-08-08,2024-08-29,AG1006,SM1040,MEMBER-004574,MEMBER-000903,MEMBER-002900,MEMBER-006733,MEMBER-004164,2381559.8,201038.27,M,117272.32,,,No,5,1706694.38,No,9142242983,Rural,2396718.59,2024-08-09,2024-08-08,IND,POL-19193,UIN-885,Plan A,CRITICAL_ILLNESS
POL-16407,,N,N,IF,S,I,,2024-08-04,2024-08-07,2025-08-06,,AG1139,SM1033,MEMBER-002641,MEMBER-004758,MEMBER-000040,,,2477391.02,191719.65,Y,191719.65,,,No,3,1322105.77,No,9544603390,Urban,,,,ORG,POL-16407,UIN-928,Plan B,IND_HEALTH
POL-13838,,N,N,XP,S,I,,2024-08-03,2024-08-07,2025-08-06,,AG1135,SM1010,MEMBER-002251,,,,,634558.93,12892.2,Y,12892.2,,,No,1,482340.69,No,9822958673,Rural,,,,IND,POL-13838,UIN-649,Plan C,IND_HEALTH
