mem_id,mem_tpa_member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_address_line3,mem_permanent_landmark,mem_permanent_city,mem_permanent_district,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_address_line3,mem_communication_landmark,mem_communication_city,mem_communication_district,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_acc_no,mem_late_enrollment_flag,mem_ped_non_discl_rem_flag,mem_chronic_disease_ind
MEMBER-003848,TPA-873251,I,Purab,Chirag,Mani,Chirag Kibe,1996-12-19,,M,M,Indian,R,RETIRED,05,36/62 Jani Circle,Mammen Road,Kumbakonam,Behind School,Bhubaneswar,Dhule,Karnataka,India,365693,36/62 Jani Circle,Mammen Road,Kumbakonam,Behind School,Bhubaneswar,Dhule,Karnataka,India,365693,M,07327406941,O,,farhankunda@example.org,,031081751093,No,0,0
MEMBER-003849,TPA-108902,I,Suhana,Tara,Comar,Divij Bhatt,1995-06-26,,F,M,Indian,R,BUSINESS,04,H.No. 61 Sawhney Road,Ramachandran Nagar,Pallavaram,,Bhusawal,Raichur,Meghalaya,India,441375,H.No. 61 Sawhney Road,Ramachandran Nagar,Pallavaram,,Bhusawal,Raichur,Meghalaya,India,441375,M,8339903421,M,,sumerbhatnagar@example.com,,233293510356,No,0,1
MEMBER-003850,TPA-257334,B,Vihaan,Tejas,Chakrabarti,Taimur Shankar,2000-02-17,,F,S,Indian,R,DOCTOR,05,249- Lalla Road,Datta Marg,Karimnagar,Behind Mall,Bathinda,Kozhikode,Uttar Pradesh,India,577097,249- Lalla Road,Sant Street,Karimnagar,Behind Mall,Bathinda,Kozhikode,Uttar Pradesh,India,577097,H,+910000095333,M,08489026374,mbutala@example.com,ganeshehsaan@example.org,239360011776,No,0,0
MEMBER-003851,TPA-666619,B,Himmat,Shaan,,Tejas Koshy,1992-08-23,,F,M,Indian,R,MANAGER,07,93- Talwar Path,Wason Nagar,Amravati,,Panihati,Hubli–Dharwad,Madhya Pradesh,India,766089,93- Talwar Path,Wason Nagar,Amravati,,Panihati,Hubli–Dharwad,Madhya Pradesh,India,766089,H,09139974791,M,4165120912,fateh80@example.net,,368446082253,No,0,0
MEMBER-003852,TPA-549359,I,Vardaniya,Ishita,Wali,Jayant Dhaliwal,1974-10-23,2016-12-02,O,M,Indian,R,FARMER,04,67 Saha Marg,Wadhwa Path,Burhanpur,,Ambarnath,Ludhiana,Nagaland,India,428293,67 Saha Marg,Wadhwa Path,Burhanpur,,Ambarnath,Ludhiana,Nagaland,India,428293,O,8170626560,H,+914642406748,advika46@example.com,,462854804465,No,0,0
MEMBER-003853,TPA-616579,B,Shayak,Yasmin,Sampath,Badal Golla,1963-02-24,,F,M,Indian,R,FARMER,08,H.No. 73 Thakkar Road,Aggarwal Chowk,Suryapet,,Aizawl,Bhilwara,Sikkim,India,751209,H.No. 277 Singh Path,Aggarwal Chowk,Suryapet,,Aizawl,Kadapa,Sikkim,India,050431,H,+914416392013,,,rania48@example.net,,533029505482,No,0,0
MEMBER-003854,TPA-196799,B,Manjari,Jivika,Soman,Shanaya Bansal,1952-01-21,,F,S,Indian,R,TEACHER,06,09/75 Halder Ganj,Mann Nagar,Chennai,Opposite Lanka-Handa,Udaipur,Machilipatnam,Madhya Pradesh,India,833759,09/75 Halder Ganj,Deol Ganj,Chennai,,Udaipur,Machilipatnam,Madhya Pradesh,India,833759,M,1057440646,O,5049985092,kallatara@example.net,,932576661314,No,0,1
MEMBER-003855,TPA-932138,I,Zara,Ojas,Chaudhari,Sara Kothari,1959-03-18,,F,M,Indian,R,TEACHER,05,131 Dave Circle,Gaba Circle,Mysore,Behind School,Noida,Coimbatore,Tripura,India,681388,131 Dave Circle,Gaba Circle,Pondicherry,Behind School,Jorhat,Coimbatore,Karnataka,India,681388,H,05092261526,H,3348193145,walikimaya@example.com,,765872670961,No,0,0
MEMBER-003856,TPA-947352,I,Saanvi,,,Divij Swaminathan,1954-11-14,,F,D,Indian,R,FARMER,03,17/472- Kadakia Zila,Tailor Path,Kanpur,Near Gupta Circle,Tiruchirappalli,Chandrapur,Meghalaya,India,830228,17/472- Kadakia Zila,Tailor Path,Kanpur,Near Gupta Circle,Tiruchirappalli,Chandrapur,Meghalaya,India,650621,M,+915624269508,H,,daraseher@example.com,,963699394744,No,0,1
MEMBER-003857,TPA-831259,B,Yuvaan,Tara,Bhatt,Madhav Aggarwal,1968-11-24,,F,M,Indian,R,FARMER,99,355- Taneja Circle,Sarna Marg,Firozabad,,Gangtok,Bilaspur,Chhattisgarh,India,783448,355- Taneja Circle,Sarna Marg,Firozabad,,Gangtok,Bilaspur,Chhattisgarh,India,783448,H,6373460334,,00156540054,lrajagopalan@example.com,stuvan15@example.net,592468694826,No,0,0
MEMBER-003858,TPA-779445,B,Zara,Seher,Aurora,Suhana Viswanathan,1953-10-14,,F,S,Indian,R,TEACHER,08,06/889 Majumdar Street,Chander Nagar,Jorhat,Behind School,Ratlam,Bhavnagar,Telangana,India,208718,06/889 Majumdar Street,Chander Nagar,Jorhat,Behind School,Ratlam,Panvel,Telangana,India,871799,H,+914654946669,,03136781359,bbuch@example.org,,471376517201,No,0,0
MEMBER-003859,TPA-259265,B,Baiju,Yashvi,,Kanav Vora,2000-08-14,,F,S,Indian,R,DOCTOR,07,81- Shenoy Path,Bali Chowk,Aurangabad,Near Dhingra Chowk,Shimla,Barasat,Manipur,India,937720,81- Shenoy Path,Bali Chowk,Aurangabad,Near Dhingra Chowk,Shimla,Barasat,Manipur,India,168369,M,06716997146,O,03819726013,zaradar@example.com,,568313452955,No,0,0
MEMBER-003860,TPA-153852,I,Lakshay,Jhanvi,,Samaira Talwar,2003-02-26,,M,S,Indian,R,RETIRED,03,H.No. 337- Barad Ganj,Shroff,Karawal Nagar,Opposite Handa-Bala,Kurnool,Gaya,Meghalaya,India,818107,H.No. 337- Barad Ganj,Varughese Ganj,Karawal Nagar,,Kurnool,Gaya,Chhattisgarh,India,818107,H,5094861213,H,,kaira72@example.net,,312220213936,No,0,0
MEMBER-003861,TPA-102188,I,Sara,,Kant,Nakul Bhatt,1994-06-26,,F,M,Indian,R,GOVT_EMP,04,H.No. 493- Tandon Ganj,Lad Zila,Bhalswa Jahangir Pur,,Howrah,Jhansi,Manipur,India,350498,H.No. 493- Tandon Ganj,Lad Zila,Bhalswa Jahangir Pur,,Howrah,Jhansi,Manipur,India,518675,M,07485931039,,07075730650,vaidyariaan@example.net,zguha@example.net,405886393741,No,0,1
MEMBER-003862,TPA-594097,I,Nitya,Umang,Kalita,Urvi Kumar,1980-06-01,,F,M,Indian,R,PROF,08,71/05 Sheth,Dash Road,Pali,Opposite Apte-Dey,Madurai,Kumbakonam,Sikkim,India,208762,71/05 Sheth,Dash Road,Pali,Opposite Apte-Dey,Madurai,Kumbakonam,Sikkim,India,524381,H,+911105479715,H,06678166793,sawhneydivyansh@example.com,dhruvsoni@example.net,510701007127,No,0,0
MEMBER-003863,TPA-286198,I,Jayant,,Koshy,Kanav Dewan,1997-08-16,,M,M,Indian,R,FARMER,08,207- Khalsa Street,Ravi Chowk,Morena,,Bally,Gangtok,Telangana,India,132704,207- Khalsa Street,Rajagopalan Zila,Morena,,Bally,Gangtok,Telangana,India,132704,O,00088657594,,+919921501694,sachdevnakul@example.net,,211792692583,No,0,0
MEMBER-003864,TPA-134272,I,Kimaya,Myra,,Abram Raman,1956-08-03,,M,S,Indian,R,FARMER,01,417- Dhar Chowk,Walla Chowk,Karimnagar,Behind Mall,Salem,Madurai,Rajasthan,India,760263,417- Dhar Chowk,Walla Chowk,Amritsar,Behind Mall,Salem,Malda,Rajasthan,India,760263,M,03142961528,H,04729929257,xrout@example.com,,181837545087,No,0,0
MEMBER-003865,TPA-239967,I,Damini,Trisha,Mammen,Lakshit Balakrishnan,1962-06-28,,M,M,Indian,R,GOVT_EMP,07,H.No. 951 Koshy Zila,Sankar Street,Alappuzha,Near Shetty Street,Adoni,Sagar,Bihar,India,854644,H.No. 951 Koshy Zila,Agate Street,Alappuzha,Near Shetty Street,Adoni,Sagar,Bihar,India,854644,H,2125924729,,00014832976,mishtikarnik@example.org,,144708939421,No,0,0
MEMBER-003866,TPA-405579,I,,,,Nirvaan Dixit,1948-07-02,,M,M,Indian,R,RETIRED,07,H.No. 21 Kala Road,Lall Nagar,Jamnagar,"Opposite Batra, Dixit and Das",Moradabad,Imphal,Uttarakhand,India,727994,H.No. 21 Kala Road,Lall Nagar,Jamnagar,Opposite Gill LLC,Pali,Imphal,Tripura,India,727994,M,+913692020215,H,8767274508,ghosenakul@example.net,,589011556255,No,0,0
MEMBER-003867,TPA-984557,I,Mehul,Himmat,Cherian,Ivana Sidhu,1991-07-22,,M,M,Indian,R,FARMER,01,212 Bhatti Road,Sibal Road,Unnao,"Opposite Banerjee, Mandal and Chadha",Ahmednagar,Nagercoil,Nagaland,India,137622,212 Bhatti Road,Sibal Road,Unnao,"Opposite Banerjee, Mandal and Chadha",Ahmednagar,Nagercoil,Nagaland,India,536235,O,02768804316,M,,sidhukimaya@example.org,,860051641450,No,0,0
MEMBER-003868,TPA-484583,I,Divij,Shaan,Barad,Shanaya Jaggi,1965-05-24,,F,W,Indian,R,DOCTOR,06,015- Contractor Street,Desai Road,Guntakal,,Farrukhabad,Delhi,Odisha,India,528618,015- Contractor Street,Desai Road,Guntakal,Opposite Sarna-Goyal,Farrukhabad,Raichur,Odisha,India,528618,M,0704980373,O,+910211761202,gsengupta@example.com,,426967672272,No,0,0
MEMBER-003869,TPA-811710,I,,Miraan,Rout,Samaira Sachdev,1993-01-07,,F,M,Indian,R,GOVT_EMP,03,94/81- Roy Ganj,Walia,Sagar,,Rourkela,Nadiad,Nagaland,India,232118,94/81- Roy Ganj,Walia,Sagar,,Rourkela,Nadiad,Tripura,India,232118,H,0313094372,M,,siyasha@example.com,jagarwal@example.com,522326704753,No,0,0
MEMBER-003870,TPA-818968,I,,Kiara,Saraf,Mamooty Grover,1982-06-02,,F,M,Indian,R,RETIRED,07,H.No. 73- Rao Path,Kala Path,Phagwara,Opposite Sekhon-Ahuja,Bareilly,Latur,Sikkim,India,396569,H.No. 12- Sarma Circle,Ratti Chowk,Phagwara,Opposite Sekhon-Ahuja,Bareilly,Latur,Assam,India,396569,M,04124274140,H,,kiarasethi@example.com,,645850321221,No,0,0
MEMBER-003871,TPA-966917,I,Kartik,,Sanghvi,Trisha Guha,1981-07-13,,M,M,Indian,R,STUDENT,05,348- Iyer Zila,Lad Street,Ambala,Opposite Chhabra Inc,Ghaziabad,Machilipatnam,Bihar,India,897675,348- Iyer Zila,Dutt Path,Ambala,Opposite Chhabra Inc,Raebareli,Machilipatnam,Bihar,India,897675,H,6972801987,M,,gerabhamini@example.com,kadekimaya@example.net,912886179465,No,0,1
MEMBER-003872,TPA-833986,I,,,Divan,Sumer Zacharia,1949-03-08,,F,S,Indian,R,BUSINESS,06,H.No. 029- Trivedi Path,Halder,Bangalore,Behind School,Bangalore,Deoghar,Telangana,India,095345,H.No. 865 Savant Nagar,Halder,Bangalore,Behind School,Suryapet,Deoghar,Telangana,India,095345,M,06468999931,H,+910449218135,sanawagle@example.org,,801284187997,No,0,1
MEMBER-003873,TPA-474604,B,Kismat,Nirvi,Sandal,Samaira Ramanathan,1951-09-10,,M,S,Indian,R,BUSINESS,05,39/027 Samra Zila,Char Path,Mirzapur,"Opposite Dani, Bawa and Thaker",Madurai,Jehanabad,Goa,India,082702,39/027 Samra Zila,Char Path,Mirzapur,"Opposite Dani, Bawa and Thaker",Malda,Jehanabad,Goa,India,082702,M,01817759503,H,,dborde@example.org,qjaggi@example.com,062974707607,No,0,0
MEMBER-003874,TPA-798412,I,Anika,Tiya,Bassi,Divyansh Chanda,1975-05-03,,F,M,Indian,R,ENGINEER,06,88/896- Sekhon Zila,Hora Zila,Ludhiana,,Sikar,Aizawl,Uttarakhand,India,125427,88/896- Sekhon Zila,Hora Zila,Ludhiana,,Sikar,Aizawl,Uttarakhand,India,125427,H,04874606325,,+913137011530,jhanvimanne@example.com,,,No,0,0
MEMBER-003875,TPA-699782,I,,Chirag,Singhal,Trisha Shah,1991-10-18,,F,M,Indian,R,STUDENT,04,54 Bahl Ganj,Atwal Circle,Sonipat,"Opposite Shankar, Virk and Golla",Bhubaneswar,Amroha,Madhya Pradesh,India,497400,54 Bahl Ganj,Atwal Circle,Sonipat,"Opposite Shankar, Virk and Golla",Kirari Suleman Nagar,Malegaon,Madhya Pradesh,India,497400,H,6242738948,M,+919923336781,zvarma@example.org,,360059901131,No,0,0
MEMBER-003876,TPA-191771,I,Taimur,Vardaniya,Uppal,Parinaaz Gandhi,2004-04-12,,M,S,Indian,R,GOVT_EMP,06,H.No. 28 Walla Marg,Setty,Bhagalpur,,Nagpur,Amroha,Karnataka,India,566835,298- Sankaran Street,Setty,Bhagalpur,,Nagpur,Amroha,Karnataka,India,566835,O,+911753367244,H,4818198653,kurianneysa@example.net,,927936006015,No,0,0
MEMBER-003877,TPA-142393,B,Diya,Ranbir,Baria,Kimaya Saxena,1968-02-04,,M,M,Indian,R,PROF,03,H.No. 27- Mall Path,Hegde Chowk,Solapur,Opposite Kamdar-Barad,Bhilai,Adoni,Punjab,India,613328,H.No. 27- Mall Path,Hegde Chowk,Solapur,Opposite Kamdar-Barad,Bhilai,Adoni,Mizoram,India,613328,O,02418631445,,4843510268,mahikavarma@example.com,,747245742840,No,0,0
MEMBER-003878,TPA-273247,B,Zain,Indranil,Amble,Ishita Shankar,1973-03-09,,F,M,Indian,R,RETIRED,03,174- Chandra Circle,Chawla Road,Katihar,Near Krishna Path,Yamunanagar,Bareilly,Arunachal Pradesh,India,118866,174- Chandra Circle,Chawla Road,Katihar,Near Krishna Path,Yamunanagar,Bareilly,Arunachal Pradesh,India,118866,H,06039804514,,,hazelsoman@example.com,,179654950873,No,0,0
MEMBER-003879,TPA-424814,I,Yasmin,,Srinivas,Madhup Dixit,1956-06-10,,F,M,Indian,R,ENGINEER,07,H.No. 43 Bumb Nagar,Hans Marg,Serampore,Opposite Hegde Ltd,Hazaribagh,Solapur,Karnataka,India,703647,H.No. 43 Bumb Nagar,Hans Marg,Serampore,Opposite Hegde Ltd,Firozabad,Solapur,Karnataka,India,703647,H,9514955215,H,+915776483383,jayeshwagle@example.net,,836616382193,Yes,0,0
MEMBER-003880,TPA-446178,I,Vritika,Chirag,,Kavya Mammen,1955-05-02,,F,M,Indian,F,RETIRED,06,90- Basu Zila,Keer Street,Danapur,,Bidhannagar,Asansol,Tripura,India,392629,90- Basu Zila,Keer Street,Danapur,,Hubli–Dharwad,Asansol,Tripura,India,392629,H,09799948412,M,06115321860,renee28@example.net,,320189404242,No,0,1
MEMBER-003881,TPA-204827,I,Kartik,Heer,Kata,Drishya Bava,1951-03-30,2020-10-20,M,M,Indian,R,GOVT_EMP,06,59- Halder Road,Kalita Ganj,Alappuzha,Behind Mall,Munger,Jamnagar,Tripura,India,351264,59- Halder Road,Kalita Ganj,Bhilwara,Behind Mall,Munger,Jamnagar,Mizoram,India,351264,H,1484464424,H,,ntailor@example.net,manejiya@example.net,671855336791,No,0,0
MEMBER-003882,TPA-140833,I,Anvi,,Sahni,Neelofar Tailor,2000-09-16,,M,M,Indian,R,ENGINEER,04,40- Hayer Ganj,Sharma Ganj,Nagaon,"Opposite Iyer, Swaminathan and Venkatesh",Ramgarh,Bhind,Haryana,India,622432,40- Hayer Ganj,Dua Marg,Nagaon,"Opposite Iyer, Swaminathan and Venkatesh",Ramgarh,Bhind,Haryana,India,622432,H,08541287851,H,,gdalia@example.org,cmajumdar@example.net,268289893625,No,0,0
MEMBER-003883,TPA-711176,I,Akarsh,,,Arhaan Chanda,1975-09-20,,M,M,Indian,O,TEACHER,03,H.No. 42- Sant Marg,Chokshi Path,Shimla,,Khora ,Kirari Suleman Nagar,Maharashtra,India,026044,H.No. 42- Sant Marg,Chokshi Path,Shimla,,Khora ,Kirari Suleman Nagar,Maharashtra,India,026044,M,03525279304,O,,ranganathananahita@example.com,,374097180105,No,0,0
MEMBER-003884,TPA-186345,I,Raghav,Hazel,Balasubramanian,Vritika Bajwa,1994-10-07,,F,M,Indian,R,STUDENT,07,27/998- Verma Zila,Saini Road,Kishanganj,,Panvel,Vijayanagaram,Assam,India,104954,27/998- Verma Zila,Saini Road,Kishanganj,,Proddatur,Vijayanagaram,Assam,India,104954,M,9213138198,H,00412801607,srinivasannirvi@example.org,,555514306408,No,0,0
MEMBER-003885,TPA-141433,B,Mannat,Mishti,Walia,Azad Bhasin,1959-02-22,,F,S,Indian,R,STUDENT,03,94/499 Chaudry Path,Reddy Path,Kalyan-Dombivli,Behind School,Medininagar,Nellore,Maharashtra,India,103095,94/499 Chaudry Path,Reddy Path,Kalyan-Dombivli,Behind School,Medininagar,Agra,Maharashtra,India,929884,M,6520653076,M,+918381395257,tiwarisamarth@example.net,,091353609996,No,0,0
MEMBER-003886,TPA-744206,I,Vritika,,Thakkar,Miraya Shah,1988-09-28,,M,M,Indian,R,RETIRED,02,733 Saha,Jayaraman Circle,Jaunpur,Near Raj Chowk,Mira-Bhayandar,Dibrugarh,Mizoram,India,008029,733 Saha,Dubey Road,Jaunpur,Near Raj Chowk,Mira-Bhayandar,Sultan Pur Majra,Mizoram,India,008029,M,09689710787,,09602049754,ubahl@example.com,,093517613143,No,0,0
MEMBER-003887,TPA-100223,I,Vihaan,,Sur,Siya Ray,1999-12-24,,M,O,Indian,R,FARMER,06,822- Bora Nagar,Dixit Circle,Morena,Opposite Sandal-Bhattacharyya,Tiruppur,Bijapur,Tamil Nadu,India,762008,822- Bora Nagar,Mahajan Road,Mirzapur,,Tiruppur,Bijapur,Tamil Nadu,India,762008,H,+919543878006,H,+919875054134,advik35@example.com,gabayashvi@example.com,042287293676,No,0,0
MEMBER-003888,TPA-961331,B,Adira,Parinaaz,Krishnamurthy,Rohan Bhattacharyya,1999-07-21,,M,S,Indian,R,TEACHER,07,39/253 Srivastava Nagar,Char Circle,Tirupati,Near Bhardwaj Nagar,Cuttack,Haridwar,Mizoram,India,289243,021- Ben Chowk,Char Circle,Tirupati,Near Bhardwaj Nagar,Cuttack,Haridwar,Mizoram,India,186140,M,3326312007,M,,umang14@example.org,,564369862326,No,0,0
MEMBER-003889,TPA-301586,I,Shalv,Suhana,Bail,Advik Manne,1956-11-23,,F,M,Indian,R,PROF,06,H.No. 69 Madan Nagar,Karan Chowk,Tezpur,,Bilaspur,Gandhidham,Tamil Nadu,India,206814,H.No. 69 Madan Nagar,Karan Chowk,Tezpur,,Bilaspur,Gandhidham,Tamil Nadu,India,206814,M,99771679557,,04762074907,sanghvishanaya@example.com,,817244754255,No,0,0
MEMBER-003890,TPA-927895,I,Zeeshan,Jivika,Vyas,Alia Shankar,1966-01-16,,O,M,Indian,R,PROF,08,H.No. 749 Ghose Zila,Raman Street,Durg,,Arrah,Jalandhar,Andhra Pradesh,India,951810,53/92 Sami Street,Raman Street,Durg,,Arrah,Jalandhar,Andhra Pradesh,India,951810,H,+910182567262,,4868453878,berarohan@example.net,madhupchahal@example.org,418726630396,No,0,0
MEMBER-003891,TPA-278189,I,Ivan,,,Ivana Goel,1963-05-26,,M,M,Indian,F,RETIRED,07,H.No. 94 Anne Path,Sur Zila,Anantapur,Opposite Sarraf Group,Morena,Panipat,Tripura,India,595107,H.No. 94 Anne Path,Sur Zila,Bhagalpur,Opposite Sarraf Group,Durgapur,Panipat,Tripura,India,595107,H,+917423348036,,,mkala@example.org,,459144235122,No,0,0
MEMBER-003892,TPA-509850,I,Kismat,,Keer,Arnav Sidhu,1962-03-02,,F,M,Indian,R,BUSINESS,09,H.No. 232 Kunda Nagar,Batta Street,Ichalkaranji,Opposite Mangat LLC,Deoghar,Deoghar,Madhya Pradesh,India,005336,H.No. 232 Kunda Nagar,Batta Street,Chandrapur,,Rampur,Deoghar,Madhya Pradesh,India,005336,M,+912726877335,,00039608117,ehsaan99@example.org,,824875350012,No,0,0
MEMBER-003893,TPA-964226,I,Indrans,Indrajit,Golla,Anvi Kamdar,1955-12-06,,M,M,Indian,R,FARMER,05,329- Behl Zila,Bassi Road,Dindigul,Behind Mall,Kolkata,Kadapa,Himachal Pradesh,India,440938,329- Behl Zila,Bassi Road,Dindigul,Behind Mall,Kolkata,Davanagere,Himachal Pradesh,India,440938,H,09323213474,M,+910019904612,fatehsangha@example.net,zara83@example.org,630116550942,Yes,0,0
MEMBER-003894,TPA-614179,I,Raunak,Amani,Mand,Neysa Cheema,1975-08-13,,F,M,Indian,R,FARMER,04,H.No. 354 Zacharia Zila,Dayal,Gangtok,,Jamshedpur,Bettiah,Uttarakhand,India,414798,H.No. 354 Zacharia Zila,Dayal,Gangtok,,Jamshedpur,Bettiah,Uttarakhand,India,319226,H,6341291975,M,,nreddy@example.org,mishadora@example.org,675415383151,No,0,0
MEMBER-003895,TPA-212762,I,Tushar,Heer,Bhat,Mehul Bhatia,1998-01-19,,F,M,Indian,F,RETIRED,04,H.No. 18- Raman Chowk,Sethi Marg,Darbhanga,Opposite Yadav and Sons,Jaunpur,South Dumdum,Arunachal Pradesh,India,122690,H.No. 18- Raman Chowk,Sethi Marg,Darbhanga,Opposite Yadav and Sons,Jaunpur,Durgapur,Arunachal Pradesh,India,122690,M,2968304325,,,dualagan@example.net,shayre@example.net,804743465235,No,0,0
MEMBER-003896,TPA-380316,I,Drishya,,,Gatik Baral,1969-05-22,,F,S,Indian,R,RETIRED,01,726- Sekhon Marg,Virk Zila,Patna,Opposite Bhattacharyya LLC,Ludhiana,Chittoor,Uttar Pradesh,India,740323,726- Sekhon Marg,Arya Path,Patna,Near Upadhyay Nagar,Sultan Pur Majra,Chittoor,Uttar Pradesh,India,740323,H,06559998843,O,,sombiju@example.org,bawaheer@example.com,413905564325,No,0,0
MEMBER-003897,TPA-722193,I,Ahana ,,Shenoy,Vihaan Jaggi,1971-03-26,,M,S,Indian,R,RETIRED,05,H.No. 013- Chana Marg,Dyal Ganj,Miryalaguda,Opposite Saxena-Barad,Kulti,Sagar,Maharashtra,India,751577,H.No. 013- Chana Marg,Bhatt Street,Miryalaguda,,Kulti,Sagar,Maharashtra,India,751577,H,6532700650,H,02567636501,ravalpihu@example.com,,419884981936,No,0,0
MEMBER-003898,TPA-405584,I,Adira,Kavya,Sachar,Jivika Hans,1975-06-26,,M,D,Indian,R,GOVT_EMP,06,80/763 Viswanathan Ganj,Varghese Marg,Chittoor,"Opposite Keer, Verma and Deo",Berhampore,Narasaraopet,Assam,India,275542,80/763 Viswanathan Ganj,Sandal Ganj,Chittoor,Opposite Boase- Subramaniam and Bera,Berhampore,Ghaziabad,Assam,India,275542,M,0350052309,,9277395992,tkulkarni@example.com,,540624205121,No,0,0
MEMBER-003899,TPA-745330,I,Lakshit,Fateh,Dar,Ryan Deshpande,2002-07-28,,M,M,Indian,R,STUDENT,06,H.No. 075- Sem Road,Deshpande Ganj,Tiruppur,Opposite Bandi PLC,Bahraich,Aurangabad,Uttar Pradesh,India,248723,H.No. 075- Sem Road,Sengupta Circle,Tiruppur,,Giridih,Aurangabad,Nagaland,India,506600,M,05806548509,H,,anaybalasubramanian@example.net,,579931407268,No,0,0
MEMBER-003900,TPA-977500,I,Jivika,,Magar,Anvi Bhattacharyya,1998-01-24,,F,M,Indian,R,PROF,08,H.No. 04- Bath Circle,Shenoy,Delhi,Opposite Karnik-Mander,Kollam,Bihar Sharif,Karnataka,India,797441,H.No. 04- Bath Circle,Shenoy,Delhi,Opposite Karnik-Mander,Kollam,Bihar Sharif,Karnataka,India,862654,H,09147060110,H,+916365294094,tarasubramanian@example.com,,195592044229,No,0,0
MEMBER-003901,TPA-651642,I,Zoya,Zoya,Kalita,Miraan Chaudhry,1959-08-23,,M,M,Indian,R,STUDENT,06,59/206 Sridhar Zila,Dar Zila,Etawah,Behind Mall,Pune,Agartala,Kerala,India,449900,59/206 Sridhar Zila,Dar Zila,Etawah,Behind Mall,Pune,Agartala,Kerala,India,449900,O,0086844898,M,08073432061,adira60@example.com,manjariwagle@example.com,564930007838,No,0,0
MEMBER-003902,TPA-175165,I,Vivaan,Tiya,,Dhanuk Bajaj,2003-04-17,,M,S,Indian,R,BUSINESS,07,H.No. 03- Wadhwa Zila,Bobal Ganj,Morena,"Opposite Thaker, Bali and Thakkar",Baranagar,Phagwara,Tripura,India,426830,H.No. 03- Wadhwa Zila,Bobal Ganj,Morena,"Opposite Thaker, Bali and Thakkar",Kurnool,Phagwara,Tripura,India,426830,M,05261629177,H,,nirvi11@example.org,bshenoy@example.com,655373356506,No,0,0
MEMBER-003903,TPA-972207,I,,Arnav,Karpe,Aaryahi Goswami,2002-11-27,,M,S,Indian,R,RETIRED,02,H.No. 55 Ray Ganj,Trivedi Marg,Dibrugarh,,Surendranagar Dudhrej,Jalgaon,Gujarat,India,426996,H.No. 005 Balasubramanian Chowk,Trivedi Marg,Dibrugarh,,Phagwara,Jalgaon,Gujarat,India,792951,H,01976164548,,,anahiratti@example.net,,322579411995,No,0,0
MEMBER-003904,TPA-742501,I,Raunak,Saanvi,Dugar,Ela Madan,1974-03-20,,O,S,Indian,R,PROF,02,36/681- Dass Path,Khosla Chowk,New Delhi,Behind Mall,Agra,Gorakhpur,Bihar,India,795546,36/681- Dass Path,Khosla Chowk,New Delhi,Behind Mall,Agra,Gorakhpur,Bihar,India,795546,M,07962454125,,+919358126693,fdalal@example.net,randra@example.org,289484725336,No,0,0
MEMBER-003905,TPA-398262,I,Vihaan,Anay,Bhatt,Keya Rao,1982-11-11,2021-10-06,M,M,Indian,R,BUSINESS,04,07/535 Batra Nagar,Vaidya Ganj,Firozabad,,Latur,Panchkula,Tamil Nadu,India,178982,07/535 Batra Nagar,Vaidya Ganj,Firozabad,,Latur,Panchkula,Tamil Nadu,India,178982,M,7522108785,O,+910924178903,nbedi@example.org,lmani@example.com,594820959440,No,0,0
MEMBER-003906,TPA-245349,I,Kanav,Nishith,Virk,Azad Khalsa,1981-01-01,,F,S,Indian,R,MANAGER,08,H.No. 13- Sanghvi Circle,Biswas Zila,Lucknow,Near Sheth Chowk,Howrah,Saharsa,Kerala,India,984695,H.No. 13- Sanghvi Circle,Biswas Zila,Lucknow,Near Sheth Chowk,Howrah,Saharsa,Assam,India,984695,M,+919284541413,M,+911713204613,bgarg@example.org,,143412696841,No,0,0
MEMBER-003907,TPA-168097,I,Aarav,Madhav,Toor,Samar Amble,2005-10-04,,F,M,Indian,R,RETIRED,05,20 Buch Marg,Ganguly Nagar,Hajipur,Opposite Balan Group,Arrah,Jalandhar,Kerala,India,253495,20 Buch Marg,Ganguly Nagar,Hajipur,Opposite Balan Group,Arrah,Tirupati,Kerala,India,279298,M,+915737704811,,,veergoyal@example.org,,266680860329,No,0,0
MEMBER-003908,TPA-584795,I,Samarth,Seher,Jaggi,Zara Thakkar,1994-09-18,,M,W,Indian,R,DOCTOR,07,59/240 Mani Road,Andra Path,Tezpur,,Dhule,Bhatpara,Assam,India,723961,89/57 Dhar Circle,Andra Path,Proddatur,,Dhule,Bhatpara,Assam,India,723961,H,9799244426,,,egoyal@example.com,,259847544954,No,0,1
